day,btc,eth
2021-03-11,57815.47,1827.04
2021-03-12,57225.91,1767.79
2021-03-13,61178.5,1921.61
2021-03-14,58972.7,1848.9
2021-03-15,55636.15,1795.07
2021-03-16,56927.11,1806.03
2021-03-17,58925.54,1824.74
2021-03-18,57644.95,1776.4
2021-03-19,58039.66,1809.38
2021-03-20,58116.7,1806.47
2021-03-21,57363.32,1784.0
2021-03-22,54110.07,1681.02
2021-03-23,54345.54,1668.09
2021-03-24,52276.16,1581.79
2021-03-25,51325.01,1587.08
2021-03-26,55072.44,1700.1
2021-03-27,55856.53,1713.88
2021-03-28,55778.82,1686.92
2021-03-29,57613.48,1815.73
2021-03-30,58786.46,1841.16
2021-03-31,58800.0,1920.0
2021-04-01,58726.48,1968.38
2021-04-02,58981.04,2134.68
2021-04-03,57094.34,2009.25
2021-04-04,58215.94,2076.36
2021-04-05,59123.02,2106.98
2021-04-06,58019.98,2113.0
2021-04-07,55955.75,1964.23
2021-04-08,58083.1,2081.29
2021-04-09,58092.68,2066.03
2021-04-10,59778.6,2133.08
2021-04-11,59985.26,2150.54
2021-04-12,59839.82,2138.03
2021-04-13,63588.22,2299.92
2021-04-14,62971.8,2432.54
2021-04-15,63229.04,2517.03
2021-04-16,61427.27,2426.64
2021-04-17,60058.86,2318.7
2021-04-18,56274.41,2241.46
2021-04-19,55696.83,2163.82
2021-04-20,56499.29,2332.6
2021-04-21,53800.86,2357.21
2021-04-22,51701.59,2399.99
2021-04-23,51187.27,2370.05
2021-04-24,50089.15,2216.72
2021-04-25,49121.0,2322.16
2021-04-26,54053.6,2534.0
2021-04-27,55069.62,2667.86
2021-04-28,54894.03,2751.59
2021-04-29,53580.0,2758.92
2021-04-30,57798.77,2776.45
2021-05-01,57859.28,2948.92
2021-05-02,56625.2,2952.09
2021-05-03,57212.73,3433.99
2021-05-04,53241.92,3240.01
2021-05-05,57515.69,3529.97
2021-05-06,56440.66,3492.75
2021-05-07,57380.39,3484.7
2021-05-08,58958.05,3917.26
2021-05-09,58312.57,3928.44
2021-05-10,55866.41,3949.45
2021-05-11,56753.19,4179.76
2021-05-12,49498.77,3826.37
2021-05-13,49690.11,3719.23
2021-05-14,49893.48,4080.51
2021-05-15,46775.51,3649.54
2021-05-16,46450.79,3585.62
2021-05-17,43580.5,3283.32
2021-05-18,42857.15,3375.96
2021-05-19,36731.75,2443.91
2021-05-20,40623.33,2775.07
2021-05-21,37340.77,2434.86
2021-05-22,37476.83,2297.19
2021-05-23,34758.67,2099.58
2021-05-24,38878.56,2651.24
2021-05-25,38361.81,2707.56
2021-05-26,39293.23,2889.84
2021-05-27,38556.88,2745.51
2021-05-28,35680.47,2413.81
2021-05-29,34627.82,2280.72
2021-05-30,35669.44,2387.66
2021-05-31,37279.31,2707.12
2021-06-01,36685.0,2634.42
2021-06-02,37577.91,2706.64
2021-06-03,39248.55,2856.68
2021-06-04,36856.52,2690.68
2021-06-05,35539.49,2629.75
2021-06-06,35800.48,2710.97
2021-06-07,33575.91,2592.47
2021-06-08,33402.13,2509.11
2021-06-09,37403.86,2611.27
2021-06-10,36694.05,2471.59
2021-06-11,37338.44,2355.27
2021-06-12,35557.33,2371.49
2021-06-13,39015.24,2510.23
2021-06-14,40539.47,2582.86
2021-06-15,40162.37,2543.58
2021-06-16,38351.0,2367.73
2021-06-17,38095.17,2373.33
2021-06-18,35841.81,2234.47
2021-06-19,35484.79,2164.72
2021-06-20,35585.78,2242.9
2021-06-21,31609.82,1885.67
2021-06-22,32538.37,1881.65
2021-06-23,33688.35,1968.37
2021-06-24,34654.58,1988.81
2021-06-25,31594.63,1809.07
2021-06-26,32275.19,1829.17
2021-06-27,34709.23,1984.71
2021-06-28,34493.22,2083.79
2021-06-29,35904.28,2166.18
2021-06-30,35060.0,2276.72
2021-07-01,33516.11,2107.01
2021-07-02,33805.02,2156.0
2021-07-03,34682.16,2226.95
2021-07-04,35284.05,2323.15
2021-07-05,33697.78,2197.34
2021-07-06,34225.73,2321.84
2021-07-07,33878.56,2316.82
2021-07-08,32875.95,2116.95
2021-07-09,33824.26,2147.38
2021-07-10,33515.35,2110.55
2021-07-11,34259.23,2140.82
2021-07-12,33091.1,2030.72
2021-07-13,32734.14,1940.76
2021-07-14,32816.39,1994.11
2021-07-15,31868.68,1918.07
2021-07-16,31388.06,1877.22
2021-07-17,31533.91,1899.75
2021-07-18,31788.25,1891.46
2021-07-19,30842.03,1818.44
2021-07-20,29796.16,1786.46
2021-07-21,32135.19,1996.18
2021-07-22,32287.74,2024.75
2021-07-23,33647.26,2125.81
2021-07-24,34283.01,2185.95
2021-07-25,35428.26,2193.03
2021-07-26,37262.77,2228.26
2021-07-27,39470.48,2300.59
2021-07-28,40035.1,2300.42
2021-07-29,40039.44,2383.32
2021-07-30,42237.95,2463.9
2021-07-31,41495.01,2533.74
2021-08-01,39865.41,2555.43
2021-08-02,39149.59,2608.12
2021-08-03,38191.44,2508.31
2021-08-04,39722.41,2724.71
2021-08-05,40888.74,2829.35
2021-08-06,42869.58,2892.98
2021-08-07,44637.34,3163.09
2021-08-08,43829.14,3014.13
2021-08-09,46285.48,3162.34
2021-08-10,45595.66,3142.09
2021-08-11,45553.49,3162.61
2021-08-12,44422.14,3047.21
2021-08-13,47833.64,3324.51
2021-08-14,47109.65,3266.52
2021-08-15,47014.49,3310.93
2021-08-16,45902.46,3146.6
2021-08-17,44671.58,3011.01
2021-08-18,44707.98,3014.38
2021-08-19,46765.87,3184.21
2021-08-20,49342.4,3286.58
2021-08-21,48867.02,3226.73
2021-08-22,49284.63,3241.42
2021-08-23,49506.5,3323.12
2021-08-24,47682.45,3171.52
2021-08-25,48987.33,3228.51
2021-08-26,46851.47,3093.2
2021-08-27,49077.57,3274.67
2021-08-28,48942.94,3247.99
2021-08-29,48802.58,3226.46
2021-08-30,46993.71,3229.01
2021-08-31,47112.5,3430.23
2021-09-01,48839.86,3829.39
2021-09-02,49279.37,3787.97
2021-09-03,50025.0,3940.06
2021-09-04,49942.98,3887.53
2021-09-05,51789.17,3952.17
2021-09-06,52698.81,3928.89
2021-09-07,46894.5,3436.96
2021-09-08,46060.36,3500.34
2021-09-09,46400.0,3424.95
2021-09-10,44851.45,3209.82
2021-09-11,45171.83,3266.77
2021-09-12,46024.23,3403.75
2021-09-13,44947.72,3286.2
2021-09-14,47127.22,3436.29
2021-09-15,48148.12,3615.65
2021-09-16,47753.16,3568.66
2021-09-17,47303.5,3400.0
2021-09-18,48314.56,3436.31
2021-09-19,47255.92,3328.59
2021-09-20,43012.97,2976.48
2021-09-21,40719.6,2765.69
2021-09-22,43575.1,3078.43
2021-09-23,44897.59,3154.62
2021-09-24,42848.92,2930.61
2021-09-25,42705.51,2924.01
2021-09-26,43178.02,3060.71
2021-09-27,42171.76,2925.27
2021-09-28,41026.07,2805.65
2021-09-29,41522.16,2850.14
2021-09-30,43824.43,3000.46
2021-10-01,48165.76,3311.16
2021-10-02,47657.69,3387.82
2021-10-03,48233.99,3420.07
2021-10-04,49245.54,3387.2
2021-10-05,51493.99,3515.3
2021-10-06,55339.48,3575.85
2021-10-07,53797.82,3588.51
2021-10-08,53963.82,3563.96
2021-10-09,54962.29,3575.83
2021-10-10,54690.53,3415.0
2021-10-11,57487.44,3542.37
2021-10-12,56005.1,3490.61
2021-10-13,57367.32,3608.21
2021-10-14,57359.51,3791.66
2021-10-15,61695.39,3869.73
2021-10-16,60877.42,3829.66
2021-10-17,61527.11,3847.18
2021-10-18,62042.41,3745.48
2021-10-19,64303.14,3878.17
2021-10-20,66026.54,4161.94
2021-10-21,62204.02,4053.9
2021-10-22,60687.64,3971.55
2021-10-23,61300.01,4168.56
2021-10-24,60854.48,4082.64
2021-10-25,63083.54,4220.93
2021-10-26,60337.62,4131.47
2021-10-27,58455.47,3923.94
2021-10-28,60591.65,4288.26
2021-10-29,62276.72,4421.23
2021-10-30,61892.41,4324.67
2021-10-31,61343.68,4290.16
2021-11-01,60949.54,4322.89
2021-11-02,63266.51,4595.01
2021-11-03,62935.41,4606.07
2021-11-04,61444.5,4537.15
2021-11-05,61006.15,4479.47
2021-11-06,61539.31,4523.16
2021-11-07,63309.13,4617.02
2021-11-08,67554.84,4811.9
2021-11-09,66944.66,4731.59
2021-11-10,64912.2,4632.22
2021-11-11,64807.59,4721.87
2021-11-12,64147.9,4667.34
2021-11-13,64400.01,4644.44
2021-11-14,65505.02,4627.03
2021-11-15,63624.59,4565.06
2021-11-16,60107.98,4209.5
2021-11-17,60351.51,4289.4
2021-11-18,56898.0,3997.93
2021-11-19,58122.16,4299.55
2021-11-20,59760.76,4416.69
2021-11-21,58671.21,4262.99
2021-11-22,56280.81,4089.16
2021-11-23,57566.85,4341.62
2021-11-24,57162.66,4270.74
2021-11-25,58987.27,4525.87
2021-11-26,53757.67,4043.67
2021-11-27,54759.05,4098.31
2021-11-28,57317.17,4298.38
2021-11-29,57838.06,4449.42
2021-11-30,56987.97,4634.95
2021-12-01,57226.5,4586.95
2021-12-02,56521.46,4514.59
2021-12-03,53638.04,4216.93
2021-12-04,49241.12,4123.13
2021-12-05,49484.22,4203.22
2021-12-06,50529.56,4354.22
2021-12-07,50625.48,4310.19
2021-12-08,50519.68,4440.51
2021-12-09,47568.43,4106.06
2021-12-10,47170.94,3900.91
2021-12-11,49407.75,4091.18
2021-12-12,50089.64,4132.92
2021-12-13,46727.89,3783.81
2021-12-14,48367.43,3860.74
2021-12-15,48884.78,4021.53
2021-12-16,47634.22,3957.28
2021-12-17,46166.5,3876.02
2021-12-18,46859.46,3961.92
2021-12-19,46687.19,3925.79
2021-12-20,46926.07,3946.16
2021-12-21,48914.7,4017.11
2021-12-22,48608.62,3981.12
2021-12-23,50842.2,4113.08
2021-12-24,50851.38,4049.65
2021-12-25,50428.31,4097.43
2021-12-26,50801.79,4065.91
2021-12-27,50717.77,4038.64
2021-12-28,47543.09,3793.67
2021-12-29,46471.24,3630.59
2021-12-30,47122.08,3710.02
2021-12-31,46211.24,3675.8
2022-01-01,47733.43,3765.72
2022-01-02,47299.07,3828.87
2022-01-03,46459.56,3766.04
2022-01-04,45814.61,3785.0
2022-01-05,43436.04,3539.0
2022-01-06,43083.76,3406.03
2022-01-07,41565.18,3198.82
2022-01-08,41684.84,3080.48
2022-01-09,41876.52,3151.66
2022-01-10,41824.07,3083.51
2022-01-11,42753.44,3240.83
2022-01-12,43920.37,3373.64
2022-01-13,42581.65,3241.88
2022-01-14,43090.72,3310.45
2022-01-15,43098.2,3328.12
2022-01-16,43104.34,3349.46
2022-01-17,42218.01,3210.98
2022-01-18,42369.74,3160.81
2022-01-19,41674.27,3085.27
2022-01-20,40670.97,3000.94
2022-01-21,36456.94,2569.01
2022-01-22,35066.43,2411.9
2022-01-23,36282.47,2541.19
2022-01-24,36693.32,2441.74
2022-01-25,36980.0,2460.68
2022-01-26,36840.63,2465.0
2022-01-27,37188.37,2425.82
2022-01-28,37741.9,2546.84
2022-01-29,38191.1,2603.74
2022-01-30,37901.35,2602.89
2022-01-31,38491.93,2689.72
2022-02-01,38716.88,2789.66
2022-02-02,36923.39,2682.66
2022-02-03,37329.91,2697.59
2022-02-04,41614.64,2998.19
2022-02-05,41404.85,3014.5
2022-02-06,42415.16,3058.22
2022-02-07,43868.07,3141.89
2022-02-08,44085.59,3119.57
2022-02-09,44416.35,3246.22
2022-02-10,43527.71,3074.85
2022-02-11,42386.47,2929.08
2022-02-12,42244.97,2919.99
2022-02-13,42074.99,2872.84
2022-02-14,42548.71,2931.01
2022-02-15,44583.52,3186.24
2022-02-16,43895.56,3124.45
2022-02-17,40536.73,2893.56
2022-02-18,39983.56,2780.08
2022-02-19,40101.94,2764.44
2022-02-20,38389.03,2622.47
2022-02-21,37023.0,2569.0
2022-02-22,38251.48,2637.98
2022-02-23,37268.19,2580.97
2022-02-24,38347.3,2597.42
2022-02-25,39238.48,2769.52
2022-02-26,39137.8,2780.71
2022-02-27,37717.08,2618.01
2022-02-28,43192.66,2923.08
2022-03-01,44439.95,2977.72
2022-03-02,43912.34,2948.56
2022-03-03,42464.41,2833.66
2022-03-04,39166.51,2623.07
2022-03-05,39402.43,2665.77
2022-03-06,38408.38,2550.77
2022-03-07,37994.0,2491.58
2022-03-08,38749.38,2576.72
2022-03-09,41953.97,2727.6
2022-03-10,39433.71,2608.22
2022-03-11,38732.04,2556.42
2022-03-12,38813.02,2569.3
2022-03-13,37793.01,2516.41
2022-03-14,39674.17,2590.23
2022-03-15,39298.1,2619.15
2022-03-16,41127.97,2774.89
2022-03-17,40950.33,2814.67
2022-03-18,41774.98,2939.17
2022-03-19,42232.26,2952.16
2022-03-20,41287.24,2862.44
2022-03-21,41017.71,2891.08
2022-03-22,42378.26,2970.51
2022-03-23,42899.71,3038.93
2022-03-24,44012.29,3112.52
2022-03-25,44331.85,3104.15
2022-03-26,44539.42,3146.22
2022-03-27,46850.01,3296.29
2022-03-28,47144.92,3334.47
2022-03-29,47454.19,3401.71
2022-03-30,47078.03,3386.68
2022-03-31,45528.45,3283.08
2022-04-01,46296.34,3456.48
2022-04-02,45826.27,3445.38
2022-04-03,46422.16,3522.78
2022-04-04,46596.83,3520.66
2022-04-05,45506.5,3407.0
2022-04-06,43166.7,3168.52
2022-04-07,43452.18,3227.56
2022-04-08,42262.02,3192.54
2022-04-09,42766.93,3258.99
2022-04-10,42165.96,3203.05
2022-04-11,39535.87,2979.55
2022-04-12,40086.23,3027.82
2022-04-13,41146.68,3119.0
2022-04-14,39954.08,3021.78
2022-04-15,40554.58,3040.19
2022-04-16,40387.6,3060.35
2022-04-17,39683.54,2988.4
2022-04-18,40803.58,3056.19
2022-04-19,41503.85,3102.26
2022-04-20,41377.61,3077.06
2022-04-21,40480.81,2983.94
2022-04-22,39712.25,2963.05
2022-04-23,39465.87,2933.44
2022-04-24,39464.56,2921.96
2022-04-25,40439.22,3007.22
2022-04-26,38113.82,2809.26
2022-04-27,39251.11,2889.78
2022-04-28,39743.22,2935.91
2022-04-29,38593.1,2816.94
2022-04-30,37644.1,2726.59
2022-05-01,38473.05,2824.86
2022-05-02,38510.89,2856.21
2022-05-03,37719.59,2780.34
2022-05-04,39669.56,2939.98
2022-05-05,36537.22,2747.43
2022-05-06,35999.1,2691.72
2022-05-07,35458.0,2634.8
2022-05-08,34027.91,2519.1
2022-05-09,30078.27,2228.5
2022-05-10,31002.39,2340.51
2022-05-11,28972.34,2075.93
2022-05-12,28941.95,1954.39
2022-05-13,29232.18,2005.48
2022-05-14,30041.88,2053.33
2022-05-15,31290.05,2142.69
2022-05-16,29839.89,2020.58
2022-05-17,30412.12,2088.96
2022-05-18,28672.94,1911.98
2022-05-19,30274.59,2017.57
2022-05-20,29155.75,1956.58
2022-05-21,29408.26,1972.64
2022-05-22,30260.87,2040.92
2022-05-23,29082.52,1971.06
2022-05-24,29626.44,1978.15
2022-05-25,29503.49,1940.83
2022-05-26,29166.06,1790.65
2022-05-27,28598.31,1724.83
2022-05-28,29008.99,1790.23
2022-05-29,29447.07,1811.1
2022-05-30,31711.42,1998.3
2022-05-31,31784.05,1940.59
2022-06-01,29788.79,1816.05
2022-06-02,30433.75,1832.45
2022-06-03,29670.85,1773.25
2022-06-04,29843.18,1803.35
2022-06-05,29901.54,1804.7
2022-06-06,31343.61,1858.21
2022-06-07,31106.9,1811.89
2022-06-08,30177.0,1790.72
2022-06-09,30079.62,1787.55
2022-06-10,29063.11,1660.78
2022-06-11,28388.63,1531.09
2022-06-12,26555.2,1433.19
2022-06-13,22460.97,1207.82
2022-06-14,22120.25,1207.58
2022-06-15,22562.33,1236.45
2022-06-16,20372.0,1066.87
2022-06-17,20447.86,1085.76
2022-06-18,18948.89,993.64
2022-06-19,20552.44,1126.9
2022-06-20,20549.75,1126.84
2022-06-21,20696.96,1124.85
2022-06-22,19968.46,1048.96
2022-06-23,21104.45,1144.0
2022-06-24,21223.72,1224.47
2022-06-25,21478.04,1241.33
2022-06-26,21027.92,1197.13
2022-06-27,20725.17,1191.27
2022-06-28,20252.89,1142.65
2022-06-29,20094.79,1099.15
2022-06-30,19985.62,1070.08
2022-07-01,19252.76,1057.57
2022-07-02,19224.03,1065.61
2022-07-03,19291.33,1072.88
2022-07-04,20211.35,1149.98
2022-07-05,20153.51,1131.26
2022-07-06,20542.67,1185.61
2022-07-07,21614.6,1237.13
2022-07-08,21582.2,1213.19
2022-07-09,21583.99,1216.78
2022-07-10,20850.65,1167.68
2022-07-11,19942.43,1095.56
2022-07-12,19303.65,1037.34
2022-07-13,20220.23,1114.26
2022-07-14,20577.02,1192.7
2022-07-15,20827.55,1231.1
2022-07-16,21189.68,1355.7
2022-07-17,20791.74,1338.2
2022-07-18,22427.56,1581.34
2022-07-19,23395.06,1542.63
2022-07-20,23226.99,1522.12
2022-07-21,23153.96,1575.68
2022-07-22,22687.68,1535.84
2022-07-23,22450.69,1549.15
2022-07-24,22583.43,1597.72
2022-07-25,21313.41,1440.75
2022-07-26,21261.57,1449.63
2022-07-27,22962.59,1636.4
2022-07-28,23851.7,1725.19
2022-07-29,23784.5,1722.25
2022-07-30,23650.13,1698.01
2022-07-31,23307.44,1679.31
2022-08-01,23273.86,1630.82
2022-08-02,22989.4,1631.28
2022-08-03,22825.0,1618.82
2022-08-04,22623.94,1608.16
2022-08-05,23320.81,1736.79
2022-08-06,22960.93,1690.81
2022-08-07,23177.39,1700.42
2022-08-08,23815.65,1777.36
2022-08-09,23158.27,1703.35
2022-08-10,23962.18,1854.12
2022-08-11,23944.86,1881.04
2022-08-12,24415.18,1959.91
2022-08-13,24456.49,1984.75
2022-08-14,24316.71,1935.85
2022-08-15,24097.82,1899.39
2022-08-16,23857.93,1876.57
2022-08-17,23341.17,1834.61
2022-08-18,23189.46,1845.9
2022-08-19,20834.94,1608.72
2022-08-20,21139.23,1575.76
2022-08-21,21518.62,1617.84
2022-08-22,21398.25,1624.78
2022-08-23,21528.34,1665.93
2022-08-24,21367.12,1656.74
2022-08-25,21561.86,1695.27
2022-08-26,20240.72,1508.02
2022-08-27,20036.69,1491.22
2022-08-28,19554.03,1426.63
2022-08-29,20286.97,1551.65
2022-08-30,19813.17,1524.81
2022-08-31,20048.26,1554.0
2022-09-01,20133.65,1586.23
2022-09-02,19953.74,1575.69
2022-09-03,19835.47,1557.7
2022-09-04,20004.73,1579.04
2022-09-05,19794.58,1618.01
2022-09-06,18790.91,1559.28
2022-09-07,19293.52,1629.92
2022-09-08,19321.87,1635.73
2022-09-09,21364.5,1719.21
2022-09-10,21651.52,1774.69
2022-09-11,21831.72,1766.95
2022-09-12,22402.71,1716.71
2022-09-13,20174.78,1574.71
2022-09-14,20227.77,1639.14
2022-09-15,19703.67,1472.68
2022-09-16,19801.04,1433.73
2022-09-17,20113.37,1468.97
2022-09-18,19417.64,1334.72
2022-09-19,19540.38,1376.17
2022-09-20,18876.91,1322.8
2022-09-21,18462.64,1245.65
2022-09-22,19401.25,1326.43
2022-09-23,19286.01,1326.82
2022-09-24,18923.2,1317.25
2022-09-25,18808.61,1294.63
2022-09-26,19228.0,1336.61
2022-09-27,19077.57,1327.92
2022-09-28,19412.07,1336.93
2022-09-29,19595.57,1336.02
2022-09-30,19426.11,1328.95
2022-10-01,19315.27,1311.76
2022-10-02,19059.17,1277.02
2022-10-03,19633.46,1323.31
2022-10-04,20345.19,1362.06
2022-10-05,20161.62,1352.48
2022-10-06,19965.64,1352.24
2022-10-07,19533.05,1331.14
2022-10-08,19419.39,1315.71
2022-10-09,19443.47,1323.41
2022-10-10,19132.83,1290.06
2022-10-11,19058.11,1279.94
2022-10-12,19155.92,1294.33
2022-10-13,19378.65,1286.96
2022-10-14,19178.0,1296.36
2022-10-15,19070.24,1275.09
2022-10-16,19264.44,1306.04
2022-10-17,19550.4,1331.49
2022-10-18,19328.76,1310.78
2022-10-19,19124.18,1284.76
2022-10-20,19042.48,1282.6
2022-10-21,19166.45,1299.83
2022-10-22,19209.1,1313.88
2022-10-23,19572.44,1364.06
2022-10-24,19330.41,1343.71
2022-10-25,20086.28,1460.34
2022-10-26,20775.4,1566.37
2022-10-27,20296.97,1514.09
2022-10-28,20597.91,1554.83
2022-10-29,20823.53,1620.09
2022-10-30,20630.68,1590.89
2022-10-31,20489.94,1572.67
2022-11-01,20479.63,1578.24
2022-11-02,20151.4,1518.04
2022-11-03,20206.88,1530.81
2022-11-04,21144.2,1644.61
2022-11-05,21300.45,1627.0
2022-11-06,20909.17,1568.34
2022-11-07,20593.49,1568.34
2022-11-08,18550.25,1334.25
2022-11-09,15891.96,1099.9
2022-11-10,17553.89,1295.36
2022-11-11,17013.62,1285.29
2022-11-12,16783.33,1255.14
2022-11-13,16301.39,1219.43
2022-11-14,16590.73,1241.56
2022-11-15,16877.93,1251.74
2022-11-16,16645.24,1215.21
2022-11-17,16680.47,1199.44
2022-11-18,16680.59,1210.93
2022-11-19,16683.02,1216.12
2022-11-20,16252.53,1140.07
2022-11-21,15760.14,1105.91
2022-11-22,16199.71,1138.17
2022-11-23,16587.0,1183.53
2022-11-24,16587.61,1202.81
2022-11-25,16510.9,1198.66
2022-11-26,16450.93,1204.8
2022-11-27,16419.88,1193.3
2022-11-28,16206.3,1167.24
2022-11-29,16438.0,1215.91
2022-11-30,17167.33,1294.77
2022-12-01,16980.08,1276.48
2022-12-02,17094.71,1295.63
2022-12-03,16888.53,1240.91
2022-12-04,17108.9,1279.68
2022-12-05,16966.05,1259.23
2022-12-06,17089.05,1271.19
2022-12-07,16840.0,1231.56
2022-12-08,17226.01,1280.33
2022-12-09,17130.59,1262.95
2022-12-10,17128.1,1266.45
2022-12-11,17085.21,1262.92
2022-12-12,17211.66,1275.72
2022-12-13,17773.18,1320.47
2022-12-14,17804.97,1307.47
2022-12-15,17357.96,1266.48
2022-12-16,16632.64,1166.98
2022-12-17,16782.25,1187.06
2022-12-18,16741.16,1183.32
2022-12-19,16439.74,1167.6
2022-12-20,16897.65,1216.69
2022-12-21,16826.56,1213.7
2022-12-22,16815.51,1217.5
2022-12-23,16777.21,1219.92
2022-12-24,16837.12,1220.51
2022-12-25,16829.02,1218.37
2022-12-26,16917.96,1227.58
2022-12-27,16698.73,1210.99
2022-12-28,16539.66,1189.24
2022-12-29,16627.54,1199.74
2022-12-30,16600.1,1199.1
2022-12-31,16530.35,1195.25
2023-01-01,16611.58,1199.92
2023-01-02,16666.95,1213.69
2023-01-03,16669.47,1214.21
2023-01-04,16844.42,1256.34
2023-01-05,16825.69,1250.88
2023-01-06,16948.06,1268.84
2023-01-07,16942.37,1263.94
2023-01-08,17125.18,1289.92
2023-01-09,17177.98,1320.02
2023-01-10,17443.5,1335.56
2023-01-11,17944.27,1389.24
2023-01-12,18847.75,1416.05
2023-01-13,19934.88,1451.78
2023-01-14,20957.02,1550.06
2023-01-15,20879.7,1552.89
2023-01-16,21187.5,1576.85
2023-01-17,21136.33,1565.68
2023-01-18,20674.29,1510.83
2023-01-19,21084.22,1550.98
2023-01-20,22669.81,1658.25
2023-01-21,22789.37,1626.8
2023-01-22,22714.87,1627.88
2023-01-23,22920.29,1626.55
2023-01-24,22636.17,1556.09
2023-01-25,23062.36,1612.54
2023-01-26,23010.47,1601.1
2023-01-27,23084.4,1598.18
2023-01-28,23028.95,1572.3
2023-01-29,23745.8,1644.89
2023-01-30,22836.03,1566.23
2023-01-31,23128.86,1585.39
2023-02-01,23735.97,1642.05
2023-02-02,23493.84,1643.19
2023-02-03,23433.54,1663.69
2023-02-04,23328.87,1666.83
2023-02-05,22936.34,1629.37
2023-02-06,22764.07,1614.5
2023-02-07,23244.67,1671.28
2023-02-08,22964.38,1650.65
2023-02-09,21800.63,1545.54
2023-02-10,21628.97,1513.04
2023-02-11,21863.73,1538.86
2023-02-12,21789.8,1515.25
2023-02-13,21789.14,1506.29
2023-02-14,22206.27,1556.67
2023-02-15,24329.04,1674.88
2023-02-16,23516.15,1637.83
2023-02-17,24577.6,1694.37
2023-02-18,24636.23,1691.82
2023-02-19,24281.31,1680.23
2023-02-20,24844.97,1703.63
2023-02-21,24454.43,1659.76
2023-02-22,24184.44,1642.95
2023-02-23,23943.32,1650.62
2023-02-24,23186.88,1607.57
2023-02-25,23159.71,1594.51
2023-02-26,23556.83,1641.41
2023-02-27,23489.52,1633.26
2023-02-28,23145.32,1605.4
2023-03-01,23631.52,1665.2
2023-03-02,23468.24,1647.87
2023-03-03,22358.18,1569.54
2023-03-04,22350.95,1566.72
2023-03-05,22432.69,1564.81
2023-03-06,22410.31,1565.85
2023-03-07,22198.48,1561.67
2023-03-08,21698.37,1532.17
2023-03-09,20367.01,1437.41
2023-03-10,20230.08,1432.15
2023-03-11,20620.54,1483.68
2023-03-12,22219.08,1592.31
2023-03-13,24220.0,1681.93
2023-03-14,24762.65,1704.95
2023-03-15,24377.16,1656.8
2023-03-16,25051.85,1677.24
2023-03-17,27453.62,1793.66
2023-03-18,26980.35,1763.68
2023-03-19,28054.46,1786.4
2023-03-20,27823.32,1739.42
2023-03-21,28207.33,1807.23
2023-03-22,27325.15,1739.18
2023-03-23,28352.94,1817.49
2023-03-24,27489.24,1751.93
2023-03-25,27488.18,1743.8
2023-03-26,27992.9,1775.86
2023-03-27,27142.87,1716.42
2023-03-28,27274.15,1773.7
2023-03-29,28359.54,1793.41
2023-03-30,28035.48,1793.68
2023-03-31,28474.4,1822.01
2023-04-01,28471.46,1821.73
2023-04-02,28188.34,1795.37
2023-04-03,27811.77,1810.92
2023-04-04,28179.64,1871.36
2023-04-05,28175.37,1908.9
2023-04-06,28053.46,1873.29
2023-04-07,27931.94,1865.02
2023-04-08,27958.81,1850.06
2023-04-09,28340.99,1859.84
2023-04-10,29660.41,1911.23
2023-04-11,30227.19,1891.82
2023-04-12,29912.2,1918.91
2023-04-13,30406.78,2013.98
2023-04-14,30492.92,2101.85
2023-04-15,30324.11,2092.45
2023-04-16,30326.09,2120.07
2023-04-17,29449.91,2075.63
2023-04-18,30393.4,2104.61
2023-04-19,28809.72,1934.8
2023-04-20,28248.18,1943.16
2023-04-21,27253.85,1848.16
2023-04-22,27821.41,1874.48
2023-04-23,27592.98,1861.9
2023-04-24,27515.05,1842.17
2023-04-25,28304.42,1866.23
2023-04-26,28426.08,1866.73
2023-04-27,29483.72,1908.92
2023-04-28,29338.63,1892.54
2023-04-29,29249.35,1908.96
2023-04-30,29247.14,1870.76
2023-05-01,28077.27,1831.41
2023-05-02,28684.4,1871.26
2023-05-03,29038.75,1905.89
2023-05-04,28857.23,1878.01
2023-05-05,29536.76,1995.76
2023-05-06,28902.66,1900.12
2023-05-07,28474.53,1873.27
2023-05-08,27695.06,1849.11
2023-05-09,27647.29,1847.7
2023-05-10,27624.01,1842.47
2023-05-11,26986.56,1795.24
2023-05-12,26808.84,1808.35
2023-05-13,26789.48,1795.99
2023-05-14,26929.98,1800.03
2023-05-15,27171.13,1816.79
2023-05-16,27037.68,1824.64
2023-05-17,27407.77,1822.49
2023-05-18,26820.49,1800.61
2023-05-19,26890.27,1812.84
2023-05-20,27113.61,1819.96
2023-05-21,26752.65,1805.28
2023-05-22,26854.73,1817.76
2023-05-23,27223.22,1854.41
2023-05-24,26321.4,1799.75
2023-05-25,26479.06,1805.83
2023-05-26,26714.86,1828.43
2023-05-27,26867.99,1830.67
2023-05-28,28070.04,1909.25
2023-05-29,27744.82,1893.2
2023-05-30,27700.15,1901.11
2023-05-31,27223.08,1874.04
2023-06-01,26828.42,1862.43
2023-06-02,27250.69,1907.41
2023-06-03,27077.6,1892.62
2023-06-04,27122.04,1890.23
2023-06-05,25741.5,1811.21
2023-06-06,27243.63,1884.95
2023-06-07,26346.41,1832.49
2023-06-08,26508.32,1845.99
2023-06-09,26482.81,1840.46
2023-06-10,25856.1,1752.32
2023-06-11,25937.02,1753.1
