day,btc,eth
2018-10-23,6395.14,201.12
2018-10-24,6415.98,200.68
2018-10-25,6395.58,199.65
2018-10-26,6404.87,200.7
2018-10-27,6409.12,201.46
2018-10-28,6403.62,202.43
2018-10-29,6266.0,194.31
2018-10-30,6267.63,195.35
2018-10-31,6304.18,196.95
2018-11-01,6344.0,197.96
2018-11-02,6349.8,199.75
2018-11-03,6331.96,198.35
2018-11-04,6423.28,210.06
2018-11-05,6404.0,208.53
2018-11-06,6448.5,218.65
2018-11-07,6503.12,216.84
2018-11-08,6406.24,210.34
2018-11-09,6334.89,208.01
2018-11-10,6347.42,210.29
2018-11-11,6357.6,209.88
2018-11-12,6327.87,208.77
2018-11-13,6259.34,203.2
2018-11-14,5605.46,177.79
2018-11-15,5579.52,178.89
2018-11-16,5512.24,172.4
2018-11-17,5504.17,172.49
2018-11-18,5560.0,175.87
2018-11-19,4733.5,145.21
2018-11-20,4349.23,127.55
2018-11-21,4545.11,134.73
2018-11-22,4265.36,123.25
2018-11-23,4283.8,121.44
2018-11-24,3774.99,110.16
2018-11-25,3936.69,114.3
2018-11-26,3731.32,106.95
2018-11-27,3775.0,108.7
2018-11-28,4225.03,121.94
2018-11-29,4248.0,116.38
2018-11-30,3976.0,111.65
2018-12-01,4142.01,116.82
2018-12-02,4103.19,114.76
2018-12-03,3833.47,107.21
2018-12-04,3901.84,108.61
2018-12-05,3694.39,100.76
2018-12-06,3433.26,89.09
2018-12-07,3380.01,92.45
2018-12-08,3401.0,89.99
2018-12-09,3531.18,92.79
2018-12-10,3410.15,89.23
2018-12-11,3349.36,86.96
2018-12-12,3430.24,89.09
2018-12-13,3265.0,85.35
2018-12-14,3195.71,83.0
2018-12-15,3183.0,83.03
2018-12-16,3195.0,83.74
2018-12-17,3496.82,93.79
2018-12-18,3667.77,101.0
2018-12-19,3682.51,99.34
2018-12-20,4075.34,114.52
2018-12-21,3839.06,107.74
2018-12-22,3980.46,116.09
2018-12-23,3944.93,129.61
2018-12-24,4034.0,139.09
2018-12-25,3780.0,128.82
2018-12-26,3809.88,130.47
2018-12-27,3589.89,114.63
2018-12-28,3888.06,136.82
2018-12-29,3729.31,134.15
2018-12-30,3829.0,138.78
2018-12-31,3691.86,130.53
2019-01-01,3826.1,139.75
2019-01-02,3890.79,153.5
2019-01-03,3787.57,147.23
2019-01-04,3820.82,153.24
2019-01-05,3798.62,154.21
2019-01-06,4040.99,155.92
2019-01-07,4006.01,150.62
2019-01-08,3993.86,148.97
2019-01-09,4004.12,149.5
2019-01-10,3626.12,126.41
2019-01-11,3635.69,125.83
2019-01-12,3619.41,124.59
2019-01-13,3514.24,115.58
2019-01-14,3664.19,128.37
2019-01-15,3580.76,120.0
2019-01-16,3609.71,122.12
2019-01-17,3640.65,122.55
2019-01-18,3607.85,119.53
2019-01-19,3682.65,123.17
2019-01-20,3536.19,117.43
2019-01-21,3531.76,115.86
2019-01-22,3577.03,118.08
2019-01-23,3553.01,116.55
2019-01-24,3568.97,116.4
2019-01-25,3562.17,114.95
2019-01-26,3556.07,115.01
2019-01-27,3531.02,111.35
2019-01-28,3429.95,105.47
2019-01-29,3397.42,104.02
2019-01-30,3437.55,107.61
2019-01-31,3411.5,105.79
2019-02-01,3437.5,105.88
2019-02-02,3468.43,109.3
2019-02-03,3414.78,105.94
2019-02-04,3409.57,106.08
2019-02-05,3428.4,106.0
2019-02-06,3367.36,103.36
2019-02-07,3359.0,103.21
2019-02-08,3621.99,117.96
2019-02-09,3623.73,118.06
2019-02-10,3648.84,123.94
2019-02-11,3590.36,119.55
2019-02-12,3588.06,120.82
2019-02-13,3576.68,120.74
2019-02-14,3561.5,119.39
2019-02-15,3566.59,120.42
2019-02-16,3582.37,121.56
2019-02-17,3625.08,132.34
2019-02-18,3867.0,144.62
2019-02-19,3888.01,142.69
2019-02-20,3938.99,147.19
2019-02-21,3897.71,144.21
2019-02-22,3942.02,146.68
2019-02-23,4110.0,157.56
2019-02-24,3734.22,131.76
2019-02-25,3818.79,137.64
2019-02-26,3799.48,135.66
2019-02-27,3799.91,134.46
2019-02-28,3792.14,134.48
2019-03-01,3806.17,134.72
2019-03-02,3809.7,132.32
2019-03-03,3786.93,129.78
2019-03-04,3700.72,125.24
2019-03-05,3844.59,136.3
2019-03-06,3851.89,137.0
2019-03-07,3857.05,136.29
2019-03-08,3843.12,132.75
2019-03-09,3917.0,136.41
2019-03-10,3900.92,134.66
2019-03-11,3849.68,132.05
2019-03-12,3860.0,132.8
2019-03-13,3851.02,131.16
2019-03-14,3853.95,131.4
2019-03-15,3902.8,135.99
2019-03-16,3990.0,140.48
2019-03-17,3967.01,138.07
2019-03-18,3970.5,137.01
2019-03-19,4000.85,138.15
2019-03-20,4031.85,138.73
2019-03-21,3972.76,134.41
2019-03-22,3983.78,135.63
2019-03-23,3983.43,136.52
2019-03-24,3969.52,135.37
2019-03-25,3907.53,133.01
2019-03-26,3921.45,133.28
2019-03-27,4026.53,139.08
2019-03-28,4011.17,137.46
2019-03-29,4091.01,142.83
2019-03-30,4094.14,142.12
2019-03-31,4094.99,141.2
2019-04-01,4137.0,141.0
2019-04-02,4901.93,164.69
2019-04-03,4975.97,161.33
2019-04-04,4906.49,157.65
2019-04-05,5040.66,166.08
2019-04-06,5049.22,165.79
2019-04-07,5194.79,174.84
2019-04-08,5285.54,180.74
2019-04-09,5187.21,175.83
2019-04-10,5318.58,177.55
2019-04-11,5041.3,164.92
2019-04-12,5078.19,164.27
2019-04-13,5066.22,163.75
2019-04-14,5164.27,168.27
2019-04-15,5029.99,160.24
2019-04-16,5202.9,166.38
2019-04-17,5227.0,166.54
2019-04-18,5281.81,174.15
2019-04-19,5290.36,173.83
2019-04-20,5319.89,173.73
2019-04-21,5297.64,169.9
2019-04-22,5387.6,171.58
2019-04-23,5532.75,170.14
2019-04-24,5441.9,165.75
2019-04-25,5134.81,152.05
2019-04-26,5159.51,153.41
2019-04-27,5170.6,155.66
2019-04-28,5155.0,153.19
2019-04-29,5148.25,152.36
2019-04-30,5270.69,160.4
2019-05-01,5321.15,158.3
2019-05-02,5390.01,158.7
2019-05-03,5657.4,164.74
2019-05-04,5770.01,161.85
2019-05-05,5715.86,161.25
2019-05-06,5687.9,171.07
2019-05-07,5748.45,166.51
2019-05-08,5948.41,169.58
2019-05-09,6153.09,170.11
2019-05-10,6343.14,172.21
2019-05-11,7219.95,192.52
2019-05-12,6979.76,188.23
2019-05-13,7824.93,196.51
2019-05-14,7990.92,217.44
2019-05-15,8203.32,249.0
2019-05-16,7878.96,264.39
2019-05-17,7363.69,244.59
2019-05-18,7262.4,234.03
2019-05-19,8200.0,261.09
2019-05-20,7999.54,252.22
2019-05-21,7951.7,254.74
2019-05-22,7626.48,243.32
2019-05-23,7881.98,245.64
2019-05-24,8001.7,249.83
2019-05-25,8063.81,251.55
2019-05-26,8731.72,268.37
2019-05-27,8772.29,271.24
2019-05-28,8715.36,271.15
2019-05-29,8662.44,269.39
2019-05-30,8279.69,254.62
2019-05-31,8554.06,267.74
2019-06-01,8558.95,264.78
2019-06-02,8736.55,269.23
2019-06-03,8107.96,249.55
2019-06-04,7670.96,240.93
2019-06-05,7789.48,246.32
2019-06-06,7805.0,249.4
2019-06-07,7998.13,249.49
2019-06-08,7930.14,244.3
2019-06-09,7634.58,231.3
2019-06-10,8015.69,247.84
2019-06-11,7918.17,245.11
2019-06-12,8176.02,262.92
2019-06-13,8239.04,255.4
2019-06-14,8697.46,263.8
2019-06-15,8860.23,269.29
2019-06-16,8975.0,268.33
2019-06-17,9333.14,273.97
2019-06-18,9078.48,264.37
2019-06-19,9277.54,268.79
2019-06-20,9531.21,272.0
2019-06-21,10236.2,296.25
2019-06-22,10666.86,308.49
2019-06-23,10833.02,306.98
2019-06-24,11032.32,311.0
2019-06-25,11755.53,316.59
2019-06-26,12927.44,334.86
2019-06-27,11159.29,293.47
2019-06-28,12360.45,309.37
2019-06-29,11865.29,317.0
2019-06-30,10761.26,290.07
2019-07-01,10577.63,293.7
2019-07-02,10829.18,291.25
2019-07-03,11976.42,301.79
2019-07-04,11136.0,282.8
2019-07-05,11004.51,288.0
2019-07-06,11237.77,287.57
2019-07-07,11474.42,306.34
2019-07-08,12293.53,313.24
2019-07-09,12571.11,307.92
2019-07-10,12097.96,288.64
2019-07-11,11349.0,268.68
2019-07-12,11802.0,275.55
2019-07-13,11370.08,269.04
2019-07-14,10185.03,225.76
2019-07-15,10854.47,228.28
2019-07-16,9422.72,198.89
2019-07-17,9696.31,211.4
2019-07-18,10649.07,226.31
2019-07-19,10538.06,221.21
2019-07-20,10761.03,228.89
2019-07-21,10590.7,225.64
2019-07-22,10323.39,217.13
2019-07-23,9840.12,211.93
2019-07-24,9772.6,216.59
2019-07-25,9883.33,219.28
2019-07-26,9843.0,219.35
2019-07-27,9479.98,207.11
2019-07-28,9533.0,211.5
2019-07-29,9495.01,210.73
2019-07-30,9589.01,209.83
2019-07-31,10087.3,218.7
2019-08-01,10405.94,217.55
2019-08-02,10533.01,217.8
2019-08-03,10820.76,222.14
2019-08-04,10977.51,222.81
2019-08-05,11819.49,233.0
2019-08-06,11465.49,225.81
2019-08-07,11975.03,225.8
2019-08-08,11981.0,220.81
2019-08-09,11856.1,210.3
2019-08-10,11280.95,206.1
2019-08-11,11540.76,216.06
2019-08-12,11389.28,211.26
2019-08-13,10854.92,208.58
2019-08-14,10025.86,186.3
2019-08-15,10300.01,188.2
2019-08-16,10352.78,185.26
2019-08-17,10217.79,185.59
2019-08-18,10315.48,194.74
2019-08-19,10920.0,202.32
2019-08-20,10769.09,196.56
2019-08-21,10130.0,187.37
2019-08-22,10107.15,190.41
2019-08-23,10410.85,194.59
2019-08-24,10147.96,190.89
2019-08-25,10138.72,186.59
2019-08-26,10361.65,188.3
2019-08-27,10171.85,186.94
2019-08-28,9714.31,172.79
2019-08-29,9495.0,168.82
2019-08-30,9582.42,168.4
2019-08-31,9600.86,171.93
2019-09-01,9766.52,171.29
2019-09-02,10381.26,178.8
2019-09-03,10628.48,178.96
2019-09-04,10581.84,174.82
2019-09-05,10574.73,174.0
2019-09-06,10308.92,169.2
2019-09-07,10484.37,178.08
2019-09-08,10398.97,181.56
2019-09-09,10310.0,180.63
2019-09-10,10093.01,179.64
2019-09-11,10160.2,178.3
2019-09-12,10423.72,181.09
2019-09-13,10365.93,181.65
2019-09-14,10360.25,188.85
2019-09-15,10304.46,189.3
2019-09-16,10262.54,197.59
2019-09-17,10185.39,207.95
2019-09-18,10155.26,210.27
2019-09-19,10275.01,220.8
2019-09-20,10168.85,218.06
2019-09-21,9973.99,214.8
2019-09-22,10026.8,211.1
2019-09-23,9693.74,200.8
2019-09-24,8530.01,166.26
2019-09-25,8438.35,170.0
2019-09-26,8060.0,165.85
2019-09-27,8193.99,174.44
2019-09-28,8217.47,173.9
2019-09-29,8052.4,169.38
2019-09-30,8304.96,181.17
2019-10-01,8321.52,176.15
2019-10-02,8381.72,180.82
2019-10-03,8240.41,175.05
2019-10-04,8156.67,175.97
2019-10-05,8147.63,176.73
2019-10-06,7859.79,170.18
2019-10-07,8209.0,180.26
2019-10-08,8180.0,180.72
2019-10-09,8590.0,193.26
2019-10-10,8587.5,191.79
2019-10-11,8267.33,180.84
2019-10-12,8309.03,179.86
2019-10-13,8282.97,181.18
2019-10-14,8355.0,186.85
2019-10-15,8162.44,180.58
2019-10-16,7993.54,174.5
2019-10-17,8076.2,177.31
2019-10-18,7954.16,172.96
2019-10-19,7965.28,172.09
2019-10-20,8236.12,175.49
2019-10-21,8209.92,174.37
2019-10-22,8024.72,171.3
2019-10-23,7474.85,162.49
2019-10-24,7430.87,160.67
2019-10-25,8668.0,181.66
2019-10-26,9259.78,180.03
2019-10-27,9548.84,184.41
2019-10-28,9226.5,182.02
2019-10-29,9430.8,191.1
2019-10-30,9164.44,183.38
2019-10-31,9159.48,182.38
2019-11-01,9253.12,183.19
2019-11-02,9308.52,183.25
2019-11-03,9206.52,181.73
2019-11-04,9412.53,186.25
2019-11-05,9322.09,188.88
2019-11-06,9341.27,191.13
2019-11-07,9198.84,186.42
2019-11-08,8763.01,183.62
2019-11-09,8807.89,184.77
2019-11-10,9032.23,188.88
2019-11-11,8721.54,184.65
2019-11-12,8810.0,186.98
2019-11-13,8758.34,187.72
2019-11-14,8630.0,184.55
2019-11-15,8457.48,179.82
2019-11-16,8481.0,182.25
2019-11-17,8500.01,183.88
2019-11-18,8168.84,177.85
2019-11-19,8123.36,175.73
2019-11-20,8082.96,174.35
2019-11-21,7616.46,160.82
2019-11-22,7283.03,149.97
2019-11-23,7329.29,152.0
2019-11-24,6908.64,139.99
2019-11-25,7127.01,145.91
2019-11-26,7162.67,147.83
2019-11-27,7523.72,153.0
2019-11-28,7432.41,151.01
2019-11-29,7760.0,154.75
2019-11-30,7555.92,151.78
2019-12-01,7404.27,150.97
2019-12-02,7305.01,148.97
2019-12-03,7302.94,147.33
2019-12-04,7198.99,145.5
2019-12-05,7393.54,148.18
2019-12-06,7540.08,148.82
2019-12-07,7502.19,147.43
2019-12-08,7520.0,150.71
2019-12-09,7337.51,147.3
2019-12-10,7219.37,145.55
2019-12-11,7201.23,143.29
2019-12-12,7185.91,144.69
2019-12-13,7249.9,144.7
2019-12-14,7062.91,141.73
2019-12-15,7111.0,142.38
2019-12-16,6877.03,132.36
2019-12-17,6616.62,121.83
2019-12-18,7285.53,132.89
2019-12-19,7149.12,128.18
2019-12-20,7190.0,128.37
2019-12-21,7143.01,127.09
2019-12-22,7513.06,132.4
2019-12-23,7310.79,127.78
2019-12-24,7255.01,127.71
2019-12-25,7192.12,125.0
2019-12-26,7194.13,125.49
2019-12-27,7245.83,126.23
2019-12-28,7302.67,127.91
2019-12-29,7384.89,134.3
2019-12-30,7218.0,131.1
2019-12-31,7165.72,128.54
2020-01-01,7174.33,130.19
2020-01-02,6945.02,126.81
2020-01-03,7334.45,134.17
2020-01-04,7348.63,134.14
2020-01-05,7355.4,135.31
2020-01-06,7764.63,144.19
2020-01-07,8158.52,143.08
2020-01-08,8045.51,140.6
2020-01-09,7813.78,137.71
2020-01-10,8198.09,144.72
2020-01-11,8020.0,142.63
2020-01-12,8180.81,146.6
2020-01-13,8104.5,143.51
2020-01-14,8815.69,165.76
2020-01-15,8808.81,166.29
2020-01-16,8714.76,163.93
2020-01-17,8899.42,169.59
2020-01-18,8909.32,174.06
2020-01-19,8697.53,166.75
2020-01-20,8628.89,166.68
2020-01-21,8722.03,169.19
2020-01-22,8660.38,167.68
2020-01-23,8385.22,162.4
2020-01-24,8427.26,162.3
2020-01-25,8326.81,160.12
2020-01-26,8595.0,167.35
2020-01-27,8895.96,169.77
2020-01-28,9394.5,175.99
2020-01-29,9288.44,173.45
2020-01-30,9503.08,184.55
2020-01-31,9334.98,179.74
2020-02-01,9380.18,183.5
2020-02-02,9323.5,188.29
2020-02-03,9280.49,189.42
2020-02-04,9164.33,188.24
2020-02-05,9613.82,204.0
2020-02-06,9763.01,212.95
2020-02-07,9808.05,223.22
2020-02-08,9905.64,223.37
2020-02-09,10168.35,228.8
2020-02-10,9851.78,222.85
2020-02-11,10270.01,237.98
2020-02-12,10351.13,266.49
2020-02-13,10236.49,268.42
2020-02-14,10371.33,286.27
2020-02-15,9911.22,264.92
2020-02-16,9921.0,258.5
2020-02-17,9700.0,268.03
2020-02-18,10188.04,283.31
2020-02-19,9600.08,258.66
2020-02-20,9610.05,257.4
2020-02-21,9695.66,265.8
2020-02-22,9668.23,262.08
2020-02-23,9965.01,275.48
2020-02-24,9660.0,265.31
2020-02-25,9305.0,246.5
2020-02-26,8778.3,223.5
2020-02-27,8812.49,227.63
2020-02-28,8708.89,227.37
2020-02-29,8525.07,217.31
2020-03-01,8522.31,217.26
2020-03-02,8915.0,232.12
2020-03-03,8757.84,223.75
2020-03-04,8760.66,224.56
2020-03-05,9070.17,228.64
2020-03-06,9158.51,245.56
2020-03-07,8901.37,237.75
2020-03-08,8037.76,199.46
2020-03-09,7934.52,202.77
2020-03-10,7894.68,200.5
2020-03-11,7938.05,194.61
2020-03-12,4857.1,110.3
2020-03-13,5637.6,135.51
2020-03-14,5165.25,122.17
2020-03-15,5345.35,123.3
2020-03-16,5037.61,111.38
2020-03-17,5331.71,116.09
2020-03-18,5413.64,118.6
2020-03-19,6186.26,136.68
2020-03-20,6206.1,133.27
2020-03-21,6198.78,132.79
2020-03-22,5818.25,122.42
2020-03-23,6490.63,137.0
2020-03-24,6766.64,139.0
2020-03-25,6690.96,136.26
2020-03-26,6758.18,139.0
2020-03-27,6372.36,131.56
2020-03-28,6251.82,131.35
2020-03-29,5877.21,124.35
2020-03-30,6406.4,132.32
2020-03-31,6424.35,133.08
2020-04-01,6666.11,136.14
2020-04-02,6804.52,141.53
2020-04-03,6741.99,141.54
2020-04-04,6874.77,144.48
2020-04-05,6778.25,142.79
2020-04-06,7341.56,171.5
2020-04-07,7200.01,164.57
2020-04-08,7370.11,173.36
2020-04-09,7293.24,169.75
2020-04-10,6871.91,158.1
2020-04-11,6889.65,158.55
2020-04-12,6908.13,158.87
2020-04-13,6861.21,156.76
2020-04-14,6877.37,158.65
2020-04-15,6624.12,152.77
2020-04-16,7112.64,172.55
2020-04-17,7037.46,170.89
2020-04-18,7261.76,187.88
2020-04-19,7130.71,180.39
2020-04-20,6838.19,170.5
2020-04-21,6853.68,171.07
2020-04-22,7136.84,183.11
2020-04-23,7488.83,185.66
2020-04-24,7514.64,187.84
2020-04-25,7547.61,194.42
2020-04-26,7706.4,197.83
2020-04-27,7789.77,196.78
2020-04-28,7755.01,196.67
2020-04-29,8793.75,215.66
2020-04-30,8624.28,206.23
2020-05-01,8829.42,212.09
2020-05-02,8985.58,214.25
2020-05-03,8909.95,210.24
2020-05-04,8883.53,206.86
2020-05-05,9028.79,205.43
2020-05-06,9155.79,199.26
2020-05-07,10004.77,212.47
2020-05-08,9810.0,211.59
2020-05-09,9537.21,210.0
2020-05-10,8729.86,187.73
2020-05-11,8572.4,185.93
2020-05-12,8821.42,190.1
2020-05-13,9321.26,199.92
2020-05-14,9795.34,203.4
2020-05-15,9312.1,194.7
2020-05-16,9383.16,200.53
2020-05-17,9676.63,207.05
2020-05-18,9728.52,214.97
2020-05-19,9783.76,214.71
2020-05-20,9509.41,209.96
2020-05-21,9061.96,198.62
2020-05-22,9168.84,207.32
2020-05-23,9181.76,206.66
2020-05-24,8715.73,199.63
2020-05-25,8899.31,204.06
2020-05-26,8844.42,200.91
2020-05-27,9208.53,208.41
2020-05-28,9580.19,220.44
2020-05-29,9423.84,220.62
2020-05-30,9700.33,243.84
2020-05-31,9446.57,231.54
2020-06-01,10208.96,248.41
2020-06-02,9522.46,237.71
2020-06-03,9668.07,244.6
2020-06-04,9788.03,243.18
2020-06-05,9613.21,240.04
2020-06-06,9671.7,241.92
2020-06-07,9750.12,244.81
2020-06-08,9781.51,246.55
2020-06-09,9779.41,244.03
2020-06-10,9894.04,248.16
2020-06-11,9268.16,230.15
2020-06-12,9464.17,237.53
2020-06-13,9475.0,238.17
2020-06-14,9325.0,231.34
2020-06-15,9432.53,230.98
2020-06-16,9526.25,235.34
2020-06-17,9457.51,233.71
2020-06-18,9376.14,231.05
2020-06-19,9301.91,228.66
2020-06-20,9355.74,228.8
2020-06-21,9286.14,227.68
2020-06-22,9690.74,243.23
2020-06-23,9623.56,243.12
2020-06-24,9285.91,234.44
2020-06-25,9243.51,231.97
2020-06-26,9155.42,229.44
2020-06-27,9002.46,220.76
2020-06-28,9113.24,224.76
2020-06-29,9184.45,227.81
2020-06-30,9136.2,225.48
2020-07-01,9239.97,231.03
2020-07-02,9091.53,226.48
2020-07-03,9063.87,225.06
2020-07-04,9138.51,229.34
2020-07-05,9074.39,227.67
2020-07-06,9343.31,241.65
2020-07-07,9253.94,239.37
2020-07-08,9435.28,247.14
2020-07-09,9236.95,242.0
2020-07-10,9291.05,241.2
2020-07-11,9235.0,239.17
2020-07-12,9303.37,242.81
2020-07-13,9236.92,239.44
2020-07-14,9256.94,240.43
2020-07-15,9190.16,238.33
2020-07-16,9130.11,233.41
2020-07-17,9154.29,232.63
2020-07-18,9175.85,235.72
2020-07-19,9212.87,239.17
2020-07-20,9161.05,236.1
2020-07-21,9394.14,245.65
2020-07-22,9536.18,264.28
2020-07-23,9613.24,275.68
2020-07-24,9551.21,279.59
2020-07-25,9711.33,305.66
2020-07-26,9941.0,311.35
2020-07-27,11048.91,322.24
2020-07-28,10934.23,317.59
2020-07-29,11110.12,318.16
2020-07-30,11115.95,335.31
2020-07-31,11351.62,346.86
2020-08-01,11810.07,387.4
2020-08-02,11068.54,372.21
2020-08-03,11233.13,386.22
2020-08-04,11197.04,389.82
2020-08-05,11756.75,401.21
2020-08-06,11773.89,395.28
2020-08-07,11606.52,379.75
2020-08-08,11774.98,397.51
2020-08-09,11688.48,390.41
2020-08-10,11899.73,395.78
2020-08-11,11388.53,378.88
2020-08-12,11566.45,387.27
2020-08-13,11795.95,424.94
2020-08-14,11779.0,438.83
2020-08-15,11859.24,432.55
2020-08-16,11918.84,433.7
2020-08-17,12304.26,431.5
2020-08-18,11950.0,422.31
2020-08-19,11758.87,407.59
2020-08-20,11864.26,415.92
2020-08-21,11529.22,388.05
2020-08-22,11672.93,395.62
2020-08-23,11650.01,390.9
2020-08-24,11753.85,407.76
2020-08-25,11324.92,383.33
2020-08-26,11463.27,386.1
2020-08-27,11330.06,383.25
2020-08-28,11535.0,395.47
2020-08-29,11474.31,398.58
2020-08-30,11716.01,428.94
2020-08-31,11655.0,433.89
2020-09-01,11924.22,475.57
2020-09-02,11395.48,440.02
2020-09-03,10172.52,382.87
2020-09-04,10500.05,388.96
2020-09-05,10168.36,335.25
2020-09-06,10257.86,352.77
2020-09-07,10375.0,353.71
2020-09-08,10125.69,337.48
2020-09-09,10224.56,351.1
2020-09-10,10343.23,368.06
2020-09-11,10394.41,373.93
2020-09-12,10446.52,387.81
2020-09-13,10336.76,366.58
2020-09-14,10679.95,377.28
2020-09-15,10783.75,364.2
2020-09-16,10959.61,365.23
2020-09-17,10943.61,389.45
2020-09-18,10937.52,384.64
2020-09-19,11080.0,385.23
2020-09-20,10920.89,370.69
2020-09-21,10416.82,340.11
2020-09-22,10531.13,344.26
2020-09-23,10235.1,320.63
2020-09-24,10740.01,349.14
2020-09-25,10690.53,352.11
2020-09-26,10730.0,354.13
2020-09-27,10778.2,357.55
2020-09-28,10695.55,353.91
2020-09-29,10840.73,359.9
2020-09-30,10779.63,359.89
2020-10-01,10617.63,352.9
2020-10-02,10573.12,345.7
2020-10-03,10551.65,346.18
2020-10-04,10671.11,352.48
2020-10-05,10795.0,353.73
2020-10-06,10602.66,340.78
2020-10-07,10670.47,341.68
2020-10-08,10933.09,351.25
2020-10-09,11057.07,365.36
2020-10-10,11299.5,370.75
2020-10-11,11374.01,374.38
2020-10-12,11535.46,386.74
2020-10-13,11428.22,381.37
2020-10-14,11427.7,378.97
2020-10-15,11509.34,377.94
2020-10-16,11328.95,365.57
2020-10-17,11367.89,368.48
2020-10-18,11514.2,378.58
2020-10-19,11760.45,379.36
2020-10-20,11923.83,368.81
2020-10-21,12808.0,391.53
2020-10-22,12987.02,414.7
2020-10-23,12937.09,409.52
2020-10-24,13126.24,412.58
2020-10-25,13045.0,406.46
2020-10-26,13068.79,393.12
2020-10-27,13698.18,404.55
2020-10-28,13281.05,388.63
2020-10-29,13460.0,387.6
2020-10-30,13571.51,382.77
2020-10-31,13804.81,386.74
2020-11-01,13771.59,396.91
2020-11-02,13563.22,383.33
2020-11-03,14035.8,388.32
2020-11-04,14161.48,403.18
2020-11-05,15608.21,417.17
2020-11-06,15599.95,456.65
2020-11-07,14834.09,435.73
2020-11-08,15482.9,454.61
2020-11-09,15342.25,444.81
2020-11-10,15315.03,450.89
2020-11-11,15705.79,463.79
2020-11-12,16310.81,462.98
2020-11-13,16339.56,477.14
2020-11-14,16082.01,461.16
2020-11-15,15966.89,448.58
2020-11-16,16726.64,460.85
2020-11-17,17679.36,482.68
2020-11-18,17782.91,478.96
2020-11-19,17821.58,471.92
2020-11-20,18675.25,510.43
2020-11-21,18721.21,553.07
2020-11-22,18437.66,560.82
2020-11-23,18384.82,609.26
2020-11-24,19172.84,605.45
2020-11-25,18721.93,568.79
2020-11-26,17170.0,520.34
2020-11-27,17153.95,519.07
2020-11-28,17739.85,538.11
2020-11-29,18202.04,576.76
2020-11-30,19713.94,617.0
2020-12-01,18782.97,586.03
2020-12-02,19225.63,597.35
2020-12-03,19448.64,616.65
2020-12-04,18658.1,567.6
2020-12-05,19158.96,597.29
2020-12-06,19375.6,601.95
2020-12-07,19177.71,591.47
2020-12-08,18316.22,554.79
2020-12-09,18546.55,573.38
2020-12-10,18253.44,559.45
2020-12-11,18042.15,544.23
2020-12-12,18821.28,568.64
2020-12-13,19166.65,590.75
2020-12-14,19272.37,586.39
2020-12-15,19444.6,589.08
2020-12-16,21359.65,637.98
2020-12-17,22826.48,643.37
2020-12-18,23137.76,654.66
2020-12-19,23849.99,658.96
2020-12-20,23476.51,638.4
2020-12-21,22729.4,608.07
2020-12-22,23823.27,636.82
2020-12-23,23228.35,585.11
2020-12-24,23717.96,612.27
2020-12-25,24704.71,626.75
2020-12-26,26475.35,636.52
2020-12-27,26258.65,684.12
2020-12-28,27040.36,729.7
2020-12-29,27366.35,731.76
2020-12-30,28897.42,752.86
2020-12-31,28990.08,737.67
2021-01-01,29412.84,730.99
2021-01-02,32225.91,775.3
2021-01-03,33080.66,980.44
2021-01-04,32019.99,1042.38
2021-01-05,34030.64,1103.73
2021-01-06,36859.26,1212.02
2021-01-07,39505.56,1227.34
2021-01-08,40665.15,1217.35
2021-01-09,40257.43,1281.45
2021-01-10,38171.57,1255.13
2021-01-11,35452.59,1088.79
2021-01-12,34038.98,1049.79
2021-01-13,37393.66,1130.8
2021-01-14,39125.14,1231.32
2021-01-15,36754.67,1168.1
2021-01-16,36006.94,1227.14
2021-01-17,35820.0,1232.99
2021-01-18,36624.23,1258.48
2021-01-19,35917.28,1368.04
2021-01-20,35503.09,1376.88
2021-01-21,30855.95,1110.62
2021-01-22,32984.93,1233.6
2021-01-23,32112.01,1234.55
2021-01-24,32288.56,1394.0
2021-01-25,32261.87,1317.97
2021-01-26,32510.82,1367.98
2021-01-27,30407.13,1240.96
2021-01-28,33488.99,1333.19
2021-01-29,34262.11,1379.87
2021-01-30,34315.63,1380.0
2021-01-31,33137.74,1313.94
2021-02-01,33533.19,1374.6
2021-02-02,35512.67,1513.67
2021-02-03,37678.37,1668.72
2021-02-04,36975.0,1597.55
2021-02-05,38311.49,1721.06
2021-02-06,39265.43,1679.77
2021-02-07,38871.42,1615.32
2021-02-08,46448.1,1752.98
2021-02-09,46514.73,1772.16
2021-02-10,44850.0,1742.93
2021-02-11,47997.91,1787.32
2021-02-12,47408.34,1845.0
2021-02-13,47232.45,1818.01
2021-02-14,48680.69,1803.75
2021-02-15,47936.37,1779.62
2021-02-16,49158.71,1781.97
2021-02-17,52170.01,1852.0
2021-02-18,51601.73,1939.64
2021-02-19,55983.56,1957.68
2021-02-20,55923.52,1915.46
2021-02-21,57489.16,1935.57
2021-02-22,54142.13,1778.66
2021-02-23,48899.99,1577.83
2021-02-24,49737.82,1625.3
2021-02-25,47058.48,1482.62
2021-02-26,46326.2,1445.18
2021-02-27,46180.75,1460.57
2021-02-28,45231.75,1422.02
2021-03-01,49639.4,1571.82
2021-03-02,48511.6,1488.34
2021-03-03,50360.0,1567.86
2021-03-04,48368.52,1539.69
2021-03-05,48769.47,1528.82
2021-03-06,48909.84,1651.83
2021-03-07,50978.61,1728.22
2021-03-08,52415.23,1834.58
2021-03-09,54916.38,1871.99
2021-03-10,55890.69,1795.37
